id,current_user_id,app_id,app_version,device_type,player_id,store,platform,created_at,updated_at,ud_id
4730794,,3,4.2.0.7,SM-G935F,6e4303e1-2e38-4367-be3f-99e0ef2cdf44,Bazzar,ANDROID,2023-08-01 00:51:29,2023-08-01 00:51:29,c8d81bf068776329
4730793,,3,4.0.3,SM-A720F,2a10a4d9-427f-4dd7-9284-e7bf6fb89a57,Bazzar,ANDROID,2023-07-31 22:32:20,2023-07-31 22:32:20,920400aae80dcb3b
4730792,,3,4.2.0.7,SM-T585,1c772e95-b848-4f69-b910-01ae03a2d00e,Bazzar,ANDROID,2023-07-31 14:14:27,2023-07-31 14:14:27,328dca52b0c71b4d
4730791,,3,4.1.3,SM-G950F,b4610bde-6df9-442b-9f18-77386eda8cb1,Bazzar,ANDROID,2023-07-30 00:24:03,2023-07-30 00:24:03,d9bf352ce525e8f2
4730790,,3,4.1.2,SM-J415F,5df7fa4a-dc64-4bae-8f04-58d7636d6877,Bazzar,ANDROID,2023-07-29 21:18:21,2023-07-29 21:18:21,b170196ca0840b50
4730789,,3,4.2.0.4,2303CRA44A,e456e2c8-d0c0-4dd8-83b2-dc5458ac1e88,Bazzar,ANDROID,2023-07-28 17:00:57,2023-07-28 17:00:57,89a52f72a8a1eac3
4730788,,3,4.2.0.4,SM-A730F,8dc04ee8-7090-464a-a7cd-c0d18333d808,WebSite,ANDROID,2023-07-27 13:27:43,2023-07-27 13:27:43,22fdee5b09170565
4730787,,3,4.0.3,SM-A536E,fb77d985-8d4e-4b54-944b-8c919bb0e7a3,GooglePlayStore,ANDROID,2023-07-26 17:39:15,2023-07-26 17:39:15,41a474e74eee78c0
4730786,,3,4.2.0.7,JSN-L22,e053213e-3f36-46f1-ab9d-177174fa1c33,Bazzar,ANDROID,2023-07-23 09:22:21,2023-07-23 09:22:21,41a1064fbc93d178
4730785,,3,4.4.0.4,Redmi Note 7,86606470-2036-4e47-84ff-7dffd770ab9c,GooglePlayStore,ANDROID,2023-07-21 12:24:56,2023-07-21 12:24:56,6b33bed69fe93696
4730784,,3,4.0.3,SM-G5520,677993f6-b2cb-49a0-a605-f67ce612dd0b,GooglePlayStore,ANDROID,2023-07-21 08:32:39,2023-07-21 08:32:39,7cc5d24fcb9382cb
4730783,,3,4.1.2,SM-A346E,8e217d1f-770c-4dfe-997e-4ff0086a1530,Bazzar,ANDROID,2023-07-20 22:18:35,2023-07-20 22:18:35,a8fb544385a174ea
4730782,,3,3.2.4,iPhone 6,4dd3a277-a998-43e9-afb8-5ded8b55c5bb,App Store,IOS,2023-07-20 11:55:29,2023-07-20 11:55:29,
4730781,,3,4.2.0.7,SM-G998B,65610ce9-4398-466b-9e82-86c62aec1ed9,Bazzar,ANDROID,2023-07-20 11:28:55,2023-07-20 11:28:55,1c5a1d0d9d3cc184
4730780,,3,4.0.3,OnePlus8Pro,9303a6ab-d3b6-406e-a859-13848b138a39,GooglePlayStore,ANDROID,2023-07-20 03:02:56,2023-07-20 03:02:56,c043d9e653b84eec
4730779,,3,4.2.0.4,SM-G955F,017fc864-ebaa-4d19-96a8-60aa5a296df0,Bazzar,ANDROID,2023-07-19 09:11:30,2023-07-19 09:11:30,588f9839c560d564
4730778,,3,4.1.2,SM-G955F,e539df5c-f268-4a4d-920b-f97f56ff07ec,Bazzar,ANDROID,2023-07-18 10:58:13,2023-07-18 10:58:13,8e1fb4df3087c8be
4730777,,3,4.2.0.7,SM-A520F,c7cf11f6-a609-483a-9275-8db27f42cc8d,Bazzar,ANDROID,2023-07-17 22:05:06,2023-07-17 22:05:06,e001feafd41b9a07
4730776,,3,4.1.3,G8342,acfa5389-03aa-4e3c-a814-6b39610ecb19,Bazzar,ANDROID,2023-07-17 18:20:08,2023-07-17 18:20:08,299419a0a58ca609
4730775,,3,4.1.2,SM-S9010,dc550e77-6521-45d9-b663-cf44a555333a,Bazzar,ANDROID,2023-07-17 13:32:24,2023-07-17 13:32:24,5ef45e5d2293a2e9
4730774,,3,4.2.0.7,SM-G928C,31ac240e-1526-4600-a2f0-811e92018b6c,Bazzar,ANDROID,2023-07-17 12:51:21,2023-07-17 12:51:21,c0742162dba038d3
4730773,,3,3.2.4,iPhone 6,3a0ffd2b-78d6-419c-92a7-9a641a81a3b7,App Store,IOS,2023-07-15 23:21:27,2023-07-15 23:21:27,
4730772,,3,4.2.0.4,SM-J710F,fba1a2a9-9848-4d0f-940f-052ed8a7311b,Bazzar,ANDROID,2023-07-15 19:14:49,2023-07-15 19:14:49,ba6c6d42a47dc61e
4730771,,3,4.2.0.7,SM-A510F,427211e7-88fc-4a4d-b140-3b655ee81a1d,Bazzar,ANDROID,2023-07-14 13:19:06,2023-07-14 13:19:06,a512919611c8dd68
4730770,,3,4.2.0.7,SM-A510F,80e70d6f-accb-47df-acf1-310409391a48,Bazzar,ANDROID,2023-07-14 12:30:08,2023-07-14 12:30:08,acddf03779b696cc
4730769,,3,4.2.0.7,SM-G990E,b5f41fb5-8d7e-4a8b-89e5-6b091636240e,Bazzar,ANDROID,2023-07-13 06:36:58,2023-07-13 06:36:58,90e22ace769b3c5f
4730768,,3,4.2.0.4,SM-G935F,d1a1bfa9-2d50-4dc6-9988-18ea514b9281,WebSite,ANDROID,2023-07-12 20:30:56,2023-07-12 20:30:56,a9be16c19268b0d8
4730767,,3,4.0.3,SM-G935F,cf4b2766-8038-47e1-8ece-a1ab31d8eb92,GooglePlayStore,ANDROID,2023-07-10 13:55:46,2023-07-10 13:55:46,842c6e73081f215
4730766,,3,4.0.3,SM-J700H,e85877a0-143c-427e-9033-636be42d5c58,GooglePlayStore,ANDROID,2023-07-10 13:53:14,2023-07-10 13:53:14,12848a8b742a80d7
4730765,,3,3.2.4,"iPhone9,1",8a7bc073-d123-4fb2-97fb-8770eed7da94,App Store,IOS,2023-07-10 00:17:53,2023-07-10 00:17:53,
4730764,,3,4.4.0.4,SM-A605F,fa7ea219-1f70-4817-bc5b-12c72c2463f0,GooglePlayStore,ANDROID,2023-07-10 00:06:11,2023-07-10 00:06:11,9a7c9a867a09a557
4730763,,3,4.0.3,SM-G928C,0ddf9bc9-aac5-434d-916e-e3e3936a3dbf,Bazzar,ANDROID,2023-07-09 19:01:15,2023-07-09 19:01:15,d7bf3ffd67318397
4730762,,3,4.2.0.4,SM-G955F,2aa8d5b5-61d7-4a8b-ad83-48e33d772599,Bazzar,ANDROID,2023-07-09 09:40:07,2023-07-09 09:40:07,9cc2f2b3a015cdd
4730761,,3,4.1.2,SM-A720F,7c6eaa20-744f-4845-9658-e9cdc602028c,Bazzar,ANDROID,2023-07-09 01:21:23,2023-07-09 01:21:23,6230321384f02505
4730760,,3,4.1.3,SM-A520F,336537e0-b92a-4b6f-8a11-9e37fa3621a0,Bazzar,ANDROID,2023-07-08 16:02:22,2023-07-08 16:02:22,95105db67bb4f390
4730759,,3,4.1.3,SM-G955F,3086f555-56a6-45e4-a783-d8c5b7427cb2,Bazzar,ANDROID,2023-07-08 02:04:23,2023-07-08 02:04:23,2d94ea290e1dc766
4730758,,3,4.2.0.7,SM-G975F,bff8ee4f-a5a5-40b8-92cf-a19813998f00,Bazzar,ANDROID,2023-07-08 01:16:53,2023-07-08 01:16:53,37d40a1ef1df1371
4730757,,3,4.4.0.4,SM-A310F,eedc5647-6ef9-43ce-b0ab-48c291e191d1,GooglePlayStore,ANDROID,2023-07-07 08:45:18,2023-07-07 08:45:18,3659d5e53a4e4bb2
4730756,,3,4.2.0.7,SM-G930F,46a28556-d72f-44b0-990c-e010d42caa69,Bazzar,ANDROID,2023-07-06 01:50:35,2023-07-06 01:50:35,9cfb60679edc94d7
4730755,,3,4.0.3,SM-N975F,3dd3bc7f-b74e-4ae5-a6de-15959302477f,GooglePlayStore,ANDROID,2023-07-05 20:02:31,2023-07-05 20:02:31,9dfbb149470ebfb5
4730754,,3,4.2.0.4,SM-S911B,392aaf21-4abe-4d47-b169-ca8ebb5c63c7,Bazzar,ANDROID,2023-07-04 00:54:51,2023-07-04 00:54:51,b3db4748dd8207a8
4730753,,3,4.2.0.7,SM-A750F,d88335c4-2670-4df8-b5e9-ec909344a9d1,Bazzar,ANDROID,2023-07-03 11:51:03,2023-07-03 11:51:03,c887d4a4272187fc
4730752,,3,4.0.3,SM-G532G,fd91ab7f-2cee-4e83-b17f-23af96fb4140,GooglePlayStore,ANDROID,2023-07-03 11:49:18,2023-07-03 11:49:18,875933dd6d5f71a3
4730751,,3,4.1.3,SM-N950F,704ec46c-90ae-4f5f-bbdd-5ea93a9658b8,Bazzar,ANDROID,2023-07-03 11:46:38,2023-07-03 11:46:38,8124ff948df5ba72
4730750,,3,4.0.3,SM-A720F,40b987db-fe3b-4669-a670-1769d8be7e7f,GooglePlayStore,ANDROID,2023-07-02 12:00:43,2023-07-02 12:00:43,bebf43f0344c8386
4730749,,3,4.4.0.4,SM-G950F,05c5b98b-fb6e-4367-861c-6cc056323a6f,GooglePlayStore,ANDROID,2023-07-01 15:35:06,2023-07-01 15:35:06,c4b53d6beba6208a
4730748,,3,4.2.0.4,SM-G965F,d9a56d98-ed05-4c57-8cb0-344d6954c194,Bazzar,ANDROID,2023-06-29 17:13:04,2023-06-29 17:13:04,0bdfcf2e33be107d
4730747,,3,4.2.0.4,LG-H818,c9dc93a3-6611-4e95-98be-47ad379cbb07,WebSite,ANDROID,2023-06-29 16:35:56,2023-06-29 16:35:56,23f45b8196705eec
4730746,,3,4.2.0.7,SM-A520F,6505ca8b-6550-4f53-b6b5-cf62ede39ffd,Bazzar,ANDROID,2023-06-29 13:52:15,2023-06-29 13:52:15,a44a1ccdb2743d99
4730745,,3,4.1.2,SM-G610F,ed12d69d-63cc-46d7-b5f2-f8a807dd99a0,Bazzar,ANDROID,2023-06-29 02:49:39,2023-06-29 02:49:39,951624e9a48df17b
4730744,,3,4.2.0.7,MHA-L29,d6865329-ef8d-40b4-a913-c46391788b79,Bazzar,ANDROID,2023-06-28 20:07:07,2023-06-28 20:07:07,734c706efb9d0a4c
4730743,,3,4.0.3,SM-J730F,cabb3da8-db43-4d4e-aab0-581f70eea34b,GooglePlayStore,ANDROID,2023-06-28 15:10:13,2023-06-28 15:10:13,a2cbe0be7efc3f9c
4730742,,3,4.1.3,SM-J730F,e06dd8ff-cef8-4b02-89ca-317cbc9a247c,Bazzar,ANDROID,2023-06-28 09:48:21,2023-06-28 09:48:21,e89c3b6b7dfcaae8
4730741,,3,4.4.0.12,SM-A307FN,eb189164-ea39-49f4-a61b-49ea72b38494,GooglePlayStore,ANDROID,2023-06-27 21:56:47,2023-06-27 21:56:47,f0bd8595b09b4b5f
4730740,,3,4.0.3,SM-J500H,ba85db28-9da6-4da1-9bd6-c5cbef3b9497,GooglePlayStore,ANDROID,2023-06-27 09:52:06,2023-06-27 09:52:06,b4799f933839630f
4730739,,3,4.2.0.4,SM-N920C,86fe2752-6d28-49f1-a8c1-bea29e79aa7e,Bazzar,ANDROID,2023-06-26 12:53:11,2023-06-26 12:53:11,7d3caedbc4bdb65a
4730738,,3,4.1.3,SM-A520F,2bc48411-1340-4132-8841-8b13cfe7ad79,Bazzar,ANDROID,2023-06-26 00:05:42,2023-06-26 00:05:42,7276fa90856830b5
4730737,,3,4.2.0.7,SM-J710F,932bf431-7075-411a-b215-6bfdbda590c6,Bazzar,ANDROID,2023-06-25 19:42:09,2023-06-25 19:42:09,f0e099f5b9ef7e37
4730736,,3,4.2.0.3,SM-G950F,19180e3c-0955-46d6-aa08-91c23e819d68,Bazzar,ANDROID,2023-06-25 12:15:16,2023-06-25 12:15:16,9a537d467298185d
4730735,,3,4.1.2,SM-A045F,11cf4542-b30d-458a-b31c-cdcc69a52b4d,Bazzar,ANDROID,2023-06-23 19:52:10,2023-06-23 19:52:10,8c784a7a2b7f4646
4730734,,3,4.0.3,SM-G570F,13b64884-d1eb-46ed-8a2a-143e8b92ded8,GooglePlayStore,ANDROID,2023-06-23 16:48:54,2023-06-23 16:48:54,741f6a57e035f534
4730733,,3,4.0.4,SM-G950F,935a37ac-19ff-4eb4-9f02-82989b3b24d3,Bazzar,ANDROID,2023-06-23 15:06:23,2023-06-23 15:06:23,64691485f5a6961d
4730732,,3,4.0.3,FRL-L22,9487d4a6-a496-49af-932f-ccdbf8f63002,GooglePlayStore,ANDROID,2023-06-23 14:06:16,2023-06-23 14:06:16,2c4596855e0ba4c7
4730731,,3,4.2.0.1,SM-A505F,2bfd624b-7b6a-422d-89bf-ac5bd17e9bb9,Bazzar,ANDROID,2023-06-23 03:15:21,2023-06-23 03:15:21,fcc01d2316f0686e
4730730,,3,4.1.2,SM-G955F,a2b50e30-dbd7-4b6e-90cf-7120fc6cc29c,Bazzar,ANDROID,2023-06-22 21:22:22,2023-06-22 21:22:22,af77199f25b6322a
4730729,,3,4.1.2,SM-C5000,24697a98-89eb-4227-8f20-b88a38f54e1c,Bazzar,ANDROID,2023-06-22 14:45:21,2023-06-22 14:45:21,54b45096d211a7a5
4730728,,3,4.1.2,SM-N920C,2565fedf-177e-4d79-b1d2-c67954e557b0,Bazzar,ANDROID,2023-06-22 12:53:39,2023-06-22 12:53:39,e16c2c0b25e6403b
4730727,,3,4.1.2,SM-N920C,d84b76ef-231a-4838-b7cd-608acdea90ee,Bazzar,ANDROID,2023-06-22 09:40:32,2023-06-22 09:40:32,da43f9a42c623fc1
4730726,,3,4.0.3,SM-A260F,48790b2b-3f52-4774-923b-cfca2a985a78,GooglePlayStore,ANDROID,2023-06-20 23:18:16,2023-06-20 23:18:16,3e75507be242e22c
4730725,,3,4.2.0.7,SM-N920C,9f0fce13-ae78-4bd2-94e1-80b00a1417e9,Bazzar,ANDROID,2023-06-20 12:15:23,2023-06-20 12:15:23,983cc3da739a3dd4
4730724,,3,4.2.0.4,F5122,2d6a63fb-355a-46f4-a3a6-007e3296dbc3,Bazzar,ANDROID,2023-06-19 20:33:00,2023-06-19 20:33:00,90a6978f42e67aef
4730723,,3,4.0.3,OnePlus8Pro,f2923a3d-3746-46bb-87b2-3943eb6512f1,GooglePlayStore,ANDROID,2023-06-19 17:27:18,2023-06-19 17:27:18,ebd80f94fc4ce495
4730722,,3,4.2.0.7,RNE-L21,67aea7d4-ad56-4332-9707-e5ceedb883c5,Bazzar,ANDROID,2023-06-18 22:57:19,2023-06-18 22:57:19,4d2d356457888264
4730721,,3,4.1.3,SM-T585,2e15bc98-4133-4ba2-a914-1dce7979cf3b,Bazzar,ANDROID,2023-06-18 22:46:11,2023-06-18 22:46:11,79cf1de62637539f
4730720,,3,4.2.0.4,INE-LX1r,5cf4230d-d21e-450c-b749-de6d3c02e1e6,WebSite,ANDROID,2023-06-15 17:39:39,2023-06-15 17:39:39,668147f6d7aabdff
4730719,,3,4.2.0.4,ASUS_X00DD,8ce6bc9c-131e-4346-8a8a-1e2f639a8760,Bazzar,ANDROID,2023-06-15 03:15:05,2023-06-15 03:15:05,904e62978d5a314c
4730718,,3,4.0.3,SM-G955F,198dee8c-4835-421c-99cd-f13740297161,GooglePlayStore,ANDROID,2023-06-15 00:03:25,2023-06-15 00:03:25,57d1808fdf850c21
4730717,,3,4.2.0.4,SM-G950F,91c9ee43-93af-4f1e-a07c-6686584033bc,Bazzar,ANDROID,2023-06-13 23:31:08,2023-06-13 23:31:08,858c08d91fdfac12
4730716,,3,4.2.0.7,SM-J510F,c4dc1bf7-a4fe-4cb9-9f58-26ecfcb09637,Bazzar,ANDROID,2023-06-13 11:09:23,2023-06-13 11:09:23,98d22d70acefedfe
4730715,,3,4.2.0.4,SM-A515F,21e9cb66-db01-4ace-8d80-b293cccab01c,Bazzar,ANDROID,2023-06-11 21:36:36,2023-06-11 21:36:36,328fe3aed204a1bc
4730714,,3,4.4.0.4,SM-A025F,78061884-ee8f-4700-a986-02d9e59e2864,GooglePlayStore,ANDROID,2023-06-11 19:21:33,2023-06-11 19:21:33,333727451c8cc756
4730713,,3,4.1.3,SM-A530F,14c1177b-01d7-4078-865a-4c4b5a94e88e,Bazzar,ANDROID,2023-06-10 23:54:15,2023-06-10 23:54:15,f36e037cbafb452b
4730712,,3,4.2.0.7,K01N,510676df-c13c-4b2f-b75c-514555d56035,Bazzar,ANDROID,2023-06-10 17:02:42,2023-06-10 17:02:42,a84ab95fe6f2e205
4730711,,3,4.1.2,SM-A528B,68d2c588-eecb-4f78-a00e-700e491c466f,Bazzar,ANDROID,2023-06-10 13:52:21,2023-06-10 13:52:21,fcbd9b4e25efbd0c
4730710,,3,4.2.0.7,RNE-L21,bc449412-46fe-4267-8b84-a23b118698e6,Bazzar,ANDROID,2023-06-10 11:21:36,2023-06-10 11:21:36,323581b186ec1578
4730709,,3,4.2.0.4,SM-J710F,58b185c0-a10c-4609-8119-de6b9e51e80d,WebSite,ANDROID,2023-06-10 08:26:17,2023-06-10 08:26:17,5c0e29c241e6d534
4730708,,3,4.0.3,SM-G955F,e13f4206-8cba-49c7-aea1-f5231b3e6f31,GooglePlayStore,ANDROID,2023-06-10 01:17:46,2023-06-10 01:17:46,c468630762905a7f
4730707,,3,4.1.7.1,F5122,676ec34c-3902-4552-8968-66d73303d018,WebSite,ANDROID,2023-06-09 02:55:55,2023-06-09 02:55:55,32bd57f277088a5d
4730706,,3,4.2.0.4,SM-G973F,09180516-4a76-4adf-ba46-874c4d3543bf,Bazzar,ANDROID,2023-06-09 01:21:36,2023-06-09 01:21:36,2afc16f78e0b7a93
4730705,,3,4.1.3,SM-N950F,36dd97c0-c87f-442f-bee9-601bb0e3d6c0,Bazzar,ANDROID,2023-06-08 15:26:15,2023-06-08 15:26:15,6ed48d165ca9de7
4730704,,3,4.2.0.4,SM-G930F,1ab50e87-742e-40f9-bf34-8ddace07cc39,Bazzar,ANDROID,2023-06-06 21:14:19,2023-06-06 21:14:19,30637489f6eaa945
4730703,,3,4.0.3,SM-G920F,c3930c82-e70f-40ea-9883-19558c6566e3,GooglePlayStore,ANDROID,2023-06-06 16:45:43,2023-06-06 16:45:43,9b0b864239e2f06e
4730702,14786191,3,4.4.0.4,SM-G950F,58d768ab-8ae3-414f-8216-c810524b8084,GooglePlayStore,ANDROID,2023-06-06 12:33:26,2023-06-06 12:33:26,3625147ea4e0f8f0
4730701,,3,4.1.2,DUB-LX1,42703d5c-2040-4aaa-a583-8a76b31d697d,Bazzar,ANDROID,2023-06-06 01:57:12,2023-06-06 01:57:12,e21d90470432b11c
4730700,,3,4.2.0.7,SM-A107F,20bfe000-7ac8-4873-ba59-266a35570a6c,Bazzar,ANDROID,2023-06-04 09:00:29,2023-06-04 09:00:29,dd01eacd7a801cf6
4730699,,3,4.1.2,SM-N960F,8f8ecb9b-59ea-44bc-9ae3-13cbc948b777,Bazzar,ANDROID,2023-06-03 22:10:55,2023-06-03 22:10:55,8b7204f7d72fd224
4730698,,3,4.1.2,Redmi Note 6 Pro,e51c3691-3cbc-4e38-ac40-6b9949d6eb0a,Bazzar,ANDROID,2023-06-03 17:55:00,2023-06-03 17:55:00,562183df907a1e31
4730697,,3,4.1.2,SM-T875,e8151908-f5e8-47d5-b0b3-80a7ca30852e,Bazzar,ANDROID,2023-06-02 16:17:58,2023-06-02 16:17:58,571b95325a7b5193
4730696,,3,4.0.3,SM-T865,8860dde5-931b-4592-b0a2-032c9c15c7d4,GooglePlayStore,ANDROID,2023-06-02 11:45:01,2023-06-02 11:45:01,57f4df1695b806a6
4730695,,3,4.2.0.7,SM-N920C,3d98d8fc-f352-4743-a961-332f319afcd1,Bazzar,ANDROID,2023-05-30 10:38:18,2023-05-30 10:38:18,27bea0860240f74d
4730694,,3,4.2.0.4,BLN-L21,5f15c880-504e-4f30-8272-5623ffd8ba6f,Myket,ANDROID,2023-05-29 23:05:32,2023-05-29 23:05:32,fef2264bf942a14c
4730693,,3,4.1.2,SM-G935F,a62f0d02-a2be-4b23-8b60-2484de0bdadc,Bazzar,ANDROID,2023-05-29 19:28:37,2023-05-29 19:28:37,ebe32547bb62e3f9
4730692,,3,4.2.0.7,SM-G950F,e88867b7-5f8f-42a4-993a-afa1106a467c,Bazzar,ANDROID,2023-05-29 18:59:35,2023-05-29 18:59:35,ee930f594f6bcea4
4730691,,3,4.2.0.7,Redmi Note 6 Pro,e0c68c6f-6e29-48e9-8b37-dde882e6dd80,Bazzar,ANDROID,2023-05-28 23:31:48,2023-05-28 23:31:48,e10d66e3b48aa817
4730690,,3,4.2.0.7,SM-A325F,b8196d2c-2a77-401e-a3f5-8138138436a6,Bazzar,ANDROID,2023-05-28 19:27:51,2023-05-28 19:27:51,ef3ff951bdabd6f0
4730689,,3,4.1.3,SM-G950F,deb6eb90-889d-4d34-b7ab-08288cf38b16,Bazzar,ANDROID,2023-05-27 17:44:35,2023-05-27 17:44:35,7aaa4ca9e79b2ac
4730688,,3,4.2.0.7,SM-J730F,6b8350e7-e112-4d14-801d-c21e13bbd4f9,Bazzar,ANDROID,2023-05-26 22:11:23,2023-05-26 22:11:23,877d762f32662185
4730687,,3,4.2.0.3,SM-J730F,63ce8eb6-5f35-45ef-abc3-1b4b6128fa78,Bazzar,ANDROID,2023-05-25 20:55:40,2023-05-25 20:55:40,3e959313bcaeaa03
4730686,,3,3.2.4,iPhone 6,12926de2-3b52-48ce-b865-73648b6a570d,App Store,IOS,2023-05-25 15:09:11,2023-05-25 15:09:11,
4730685,,3,4.1.3,SM-J710F,64d3430f-90bf-4093-ada8-30b7b56fb9d8,Bazzar,ANDROID,2023-05-25 08:44:26,2023-05-25 08:44:26,e522dee78eaae80c
4730684,,3,4.0.3,SM-A515F,0a337bc9-c4fa-4d55-b7da-527a4c5f781e,GooglePlayStore,ANDROID,2023-05-25 03:52:34,2023-05-25 03:52:34,078cb02fb6e41984
4730683,,3,4.1.2,SM-G950F,92b3837c-71c9-41f7-aacb-af8bd9d27b89,Bazzar,ANDROID,2023-05-24 20:08:24,2023-05-24 20:08:24,715395090a288664
4730682,,3,4.2.0.4,SM-A720F,21569b77-8da0-48b9-a5b5-4c799b1fb789,Bazzar,ANDROID,2023-05-23 11:35:17,2023-05-23 11:35:17,1c0293bdd9bca80
4730681,,3,4.4.0.4,SM-A750F,caae5c3a-e690-47ee-8aec-acb50d186717,GooglePlayStore,ANDROID,2023-05-23 08:57:13,2023-05-23 08:57:13,9f8a660d7527a750
4730680,,3,4.4.0.12,SM-A125F,20c30586-5e7f-47b1-9173-9e4aa23bb5ba,GooglePlayStore,ANDROID,2023-05-23 06:24:03,2023-05-23 06:24:03,c2d08cc6623517e4
4730679,,3,4.1.2,SM-G955F,f74d7ded-13d1-4e76-a91b-cf0a6da81bb6,Bazzar,ANDROID,2023-05-20 01:02:19,2023-05-20 01:02:19,692f1f654416e18a
4730678,,3,4.2.0.7,SM-A325F,e3444c78-2aa0-4ee9-9858-2882fd3d9682,Bazzar,ANDROID,2023-05-19 20:04:25,2023-05-19 20:04:25,80f8029f03f3e40d
4730677,,3,4.2.0.4,SM-G955F,6e3b588d-aa10-4794-b4f1-948014a149c9,Bazzar,ANDROID,2023-05-19 16:57:02,2023-05-19 16:57:02,f296d9c69829a52b
4730676,,3,4.4.0.12,SM-N950F,e74f1ce3-5586-4c5f-a59a-e63c2efe7cba,GooglePlayStore,ANDROID,2023-05-19 13:08:49,2023-05-19 13:08:49,82b83ee4a010a47c
4730675,,3,4.0.3,M2101K9AG,b8d2f79a-7555-4ef6-9d1c-7f46e3eba909,GooglePlayStore,ANDROID,2023-05-19 11:08:54,2023-05-19 11:08:54,a99c378c97d797d2
4730674,,3,4.1.3,SM-A720F,43082e88-7e07-42b3-bba4-1887e9c12057,Bazzar,ANDROID,2023-05-18 21:18:06,2023-05-18 21:18:06,d8b438673ae996de
4730673,,3,4.2.0.4,SM-A505F,676e21e9-bcdd-4764-b4cd-a58f1e90bc0e,Bazzar,ANDROID,2023-05-18 10:06:14,2023-05-18 10:06:14,578c326ab1d4f740
4730672,,3,4.1.3,SM-G950F,ab2576b9-5cd8-4e06-91d2-0c2c8205c51f,Bazzar,ANDROID,2023-05-17 10:14:10,2023-05-17 10:14:10,fb9095f52454ff50
4730671,,3,4.0.3,HTC Desire 828 dual sim,c743fec0-c0c3-47ca-8784-e69103e8b852,GooglePlayStore,ANDROID,2023-05-16 21:17:37,2023-05-16 21:17:37,a91aa958c839172e
4730670,,3,4.1.3,SM-G955F,364a9cd1-fe16-44a0-ae59-a5da6fdd0c59,Bazzar,ANDROID,2023-05-16 20:26:08,2023-05-16 20:26:08,3a33bd94cb52255d
4730669,,3,4.1.3,SM-A520F,6ec17817-a661-4cc9-ad09-8145b040490c,Myket,ANDROID,2023-05-15 01:41:34,2023-05-15 01:41:34,4ca78f4de5fd15e2
4730668,,3,4.1.3,SM-G928C,148987ea-e4bd-4681-89e2-dba8c43f63c0,Myket,ANDROID,2023-05-15 00:51:26,2023-05-15 00:51:26,610d8ca18c6a96af
4730667,,3,4.2.0.4,SM-A307FN,772e472c-e958-4bd8-890a-5f9299d4a522,WebSite,ANDROID,2023-05-12 04:59:02,2023-05-12 04:59:02,b0937f6da42558eb
4730666,,3,4.1.3,SM-A520F,2beeaa39-3b3b-43ec-9027-93d4186a3385,Bazzar,ANDROID,2023-05-11 18:32:55,2023-05-11 18:32:55,15781982f1c669c1
4730665,,3,4.1.3,SM-A530F,6c64704c-cb9b-4bb6-b6cf-a1198fd854bb,Bazzar,ANDROID,2023-05-11 17:58:57,2023-05-11 17:58:57,be5ca0d68e70bc8e
4730664,,3,4.2.0.7,SM-J530F,da0e8751-21b2-4d09-8fc5-41f7d8ca4693,Bazzar,ANDROID,2023-05-10 20:05:22,2023-05-10 20:05:22,75446cf37a4dae74
4730663,,3,4.1.3,SM-G925F,e5211272-2a26-4994-b1e3-472bb74c4310,Bazzar,ANDROID,2023-05-10 19:02:48,2023-05-10 19:02:48,a95108dad308de8e
4730662,,3,4.4.0.4,BLN-L21,75e0beac-3a20-4e7f-bd94-761dd11e7d8c,GooglePlayStore,ANDROID,2023-05-10 16:15:24,2023-05-10 16:15:24,68a592522ebb671e
4730661,,3,4.2.0.7,SM-G960F,ecd4286d-3136-4a6d-834d-4808d6da0cf3,Bazzar,ANDROID,2023-05-10 02:56:00,2023-05-10 02:56:00,5fb83357186e5241
4730660,,3,4.4.0.4,BAC-L21,90c9fd1c-b252-4df3-b8ac-ee99723a088c,GooglePlayStore,ANDROID,2023-05-09 13:35:17,2023-05-09 13:35:17,b85cebfb243ee469
4730659,,3,4.2.0.7,SM-G950F,f8fca291-b558-4304-a7f1-1638107eac0f,Bazzar,ANDROID,2023-05-08 08:43:23,2023-05-08 08:43:23,5f2ed9989426f6eb
4730658,,3,4.2.0.4,SM-J530F,d557eb36-a9a7-4fae-9f73-478fd5606329,Bazzar,ANDROID,2023-05-08 07:22:17,2023-05-08 07:22:17,a5e16ff16bf0bf2c
4730657,,3,4.2.0.7,SM-G960F,9ec41d89-0fa3-40e4-a668-4cb30aca8672,Bazzar,ANDROID,2023-05-05 11:26:54,2023-05-05 11:26:54,260d912c26fe56fe
4730656,,3,4.1.3,SM-A720F,0689fb24-8280-4c7b-a316-7484692de185,Bazzar,ANDROID,2023-05-03 11:49:05,2023-05-03 11:49:05,ce30d3ec88dc1fd2
4730655,,3,4.0.4,SM-J510F,72341acb-20db-45fd-bc1b-f5bb6b6d6a85,Bazzar,ANDROID,2023-05-03 10:02:55,2023-05-03 10:02:55,da575da1536e616e
4730654,,3,4.0.3,SM-A750GN,87e8c268-6266-4a3e-84dd-b2f592683b00,GooglePlayStore,ANDROID,2023-05-03 00:14:32,2023-05-03 00:14:32,12e1eaf36f63d40d
4730653,,3,4.2.0.4,SM-N975F,1ed2e886-525c-44b9-99ae-1468016a1bac,Myket,ANDROID,2023-05-02 20:51:53,2023-05-02 20:51:53,766029ce10fcb813
